T_amb (F), RH_amb (%), Tmains (F), Draw Volume(gal), T_tank (F), E_consumed (Btu), E_delivered (Btu), E_tankloss (Btu) 
71.0,13.8296,49.8597,[ 0.],[ 118.86134709],0,[ 0.],[ 117.85778438]
71.0,13.8296,49.8597,[ 0.],[ 118.85608797],0,[ 0.],[ 117.84483388]
71.0,13.8296,49.8597,[ 0.],[ 118.85082942],0,[ 0.],[ 117.8318848]
71.0,13.8296,49.8597,[ 0.],[ 118.84557146],0,[ 0.],[ 117.81893715]
71.0,13.8296,49.8597,[ 0.],[ 118.84031407],0,[ 0.],[ 117.80599092]
71.0,13.8296,49.8597,[ 0.],[ 118.83505726],0,[ 0.],[ 117.79304611]
71.0,13.8296,49.8597,[ 0.],[ 118.82980103],0,[ 0.],[ 117.78010272]
71.0,13.8296,49.8597,[ 0.],[ 118.82454537],0,[ 0.],[ 117.76716076]
71.0,13.8296,49.8597,[ 0.],[ 118.8192903],0,[ 0.],[ 117.75422022]
71.0,13.8296,49.8597,[ 0.],[ 118.8140358],0,[ 0.],[ 117.7412811]
71.0,13.8296,49.8597,[ 0.],[ 118.80878187],0,[ 0.],[ 117.7283434]
71.0,13.8296,49.8597,[ 0.],[ 118.80352853],0,[ 0.],[ 117.71540712]
71.0,13.8296,49.8597,[ 0.],[ 118.79827576],0,[ 0.],[ 117.70247226]
71.0,13.8296,49.8597,[ 0.],[ 118.79302357],0,[ 0.],[ 117.68953883]
71.0,13.8296,49.8597,[ 0.],[ 118.78777196],0,[ 0.],[ 117.67660682]
71.0,13.8296,49.8597,[ 0.],[ 118.78252092],0,[ 0.],[ 117.66367623]
71.0,13.8296,49.8597,[ 0.],[ 118.77727046],0,[ 0.],[ 117.65074705]
71.0,13.8296,49.8597,[ 0.],[ 118.77202058],0,[ 0.],[ 117.6378193]
71.0,13.8296,49.8597,[ 0.],[ 118.76677127],0,[ 0.],[ 117.62489297]
71.0,13.8296,49.8597,[ 0.],[ 118.76152254],0,[ 0.],[ 117.61196806]
71.0,13.8296,49.8597,[ 0.],[ 118.75627439],0,[ 0.],[ 117.59904458]
71.0,13.8296,49.8597,[ 0.],[ 118.75102681],0,[ 0.],[ 117.58612251]
71.0,13.8296,49.8597,[ 0.],[ 118.74577981],0,[ 0.],[ 117.57320186]
71.0,13.8296,49.8597,[ 0.],[ 118.74053339],0,[ 0.],[ 117.56028263]
71.0,13.8296,49.8597,[ 0.],[ 118.73528755],0,[ 0.],[ 117.54736482]
71.0,13.8296,49.8597,[ 0.],[ 118.73004228],0,[ 0.],[ 117.53444843]
71.0,13.8296,49.8597,[ 0.],[ 118.72479758],0,[ 0.],[ 117.52153346]
71.0,13.8296,49.8597,[ 0.],[ 118.71955347],0,[ 0.],[ 117.5086199]
71.0,13.8296,49.8597,[ 0.],[ 118.71430993],0,[ 0.],[ 117.49570777]
71.0,13.8296,49.8597,[ 0.],[ 118.70906696],0,[ 0.],[ 117.48279706]
71.0,13.8296,49.8597,[ 0.],[ 118.70382457],0,[ 0.],[ 117.46988776]
71.0,13.8296,49.8597,[ 0.],[ 118.69858276],0,[ 0.],[ 117.45697988]
71.0,13.8296,49.8597,[ 0.],[ 118.69334152],0,[ 0.],[ 117.44407342]
71.0,13.8296,49.8597,[ 0.],[ 118.68810086],0,[ 0.],[ 117.43116838]
71.0,13.8296,49.8597,[ 0.],[ 118.68286078],0,[ 0.],[ 117.41826476]
71.0,13.8296,49.8597,[ 0.],[ 118.67762127],0,[ 0.],[ 117.40536256]
71.0,13.8296,49.8597,[ 0.],[ 118.67238234],0,[ 0.],[ 117.39246177]
71.0,13.8296,49.8597,[ 0.],[ 118.66714398],0,[ 0.],[ 117.3795624]
71.0,13.8296,49.8597,[ 0.],[ 118.6619062],0,[ 0.],[ 117.36666445]
71.0,13.8296,49.8597,[ 0.],[ 118.65666899],0,[ 0.],[ 117.35376791]
71.0,13.8296,49.8597,[ 0.],[ 118.65143236],0,[ 0.],[ 117.3408728]
71.0,13.8296,49.8597,[ 0.],[ 118.64619631],0,[ 0.],[ 117.32797909]
71.0,13.8296,49.8597,[ 0.],[ 118.64096083],0,[ 0.],[ 117.31508681]
71.0,13.8296,49.8597,[ 0.],[ 118.63572592],0,[ 0.],[ 117.30219594]
71.0,13.8296,49.8597,[ 0.],[ 118.63049159],0,[ 0.],[ 117.28930649]
71.0,13.8296,49.8597,[ 0.],[ 118.62525784],0,[ 0.],[ 117.27641846]
71.0,13.8158,49.8597,[ 0.],[ 118.62002466],0,[ 0.],[ 117.26353184]
71.0,13.8158,49.8597,[ 0.],[ 118.61479205],0,[ 0.],[ 117.25064664]
71.0,13.8158,49.8597,[ 0.],[ 118.60956002],0,[ 0.],[ 117.23776285]
71.0,13.8158,49.8597,[ 0.],[ 118.60432857],0,[ 0.],[ 117.22488048]
71.0,13.8158,49.8597,[ 0.],[ 118.59909769],0,[ 0.],[ 117.21199953]
